i,j,label_i,label_j,pearson,spearman,signed_diff,absdiff,signed_ratio,abs_ratio,mean_abs_strength,abs_dominance,sign_agreement,sign_relation
7,9,канал[7],канал[9],0.9973640687184926,0.9967112287112286,0.0006528400072639551,0.0006528400072639551,1.0006549941331635,1.0006549941331635,0.9970376487148607,0.0006528400072639551,1.0,знак совпадает
7,10,канал[7],канал[10],0.9973141642414184,0.9963609003609005,0.0009532638805178628,0.0009532638805178628,1.0009567455729873,1.0009567455729873,0.9968375323011595,0.0009532638805178628,1.0,знак совпадает
7,11,канал[7],канал[11],0.9973952249646552,0.9965777525777526,0.0008174723869025513,0.0008174723869025513,1.0008202795866032,1.0008202795866032,0.9969864887712039,0.0008174723869025513,1.0,знак совпадает
7,12,канал[7],канал[12],0.9974529046171036,0.996785928785929,0.0006669758311745877,0.0006669758311745877,1.0006691264512402,1.0006691264512402,0.9971194167015163,0.0006669758311745877,1.0,знак совпадает
7,13,канал[7],канал[13],0.9971777125270387,0.9963687603687604,0.0008089521582782533,0.0008089521582782533,1.0008119003630531,1.0008119003630531,0.9967732364478996,0.0008089521582782533,1.0,знак совпадает
7,14,канал[7],канал[14],0.9970217090817673,0.9963352443352443,0.0006864647465230078,0.0006864647465230078,1.0006889897255227,1.0006889897255227,0.9966784767085058,0.0006864647465230078,1.0,знак совпадает
7,15,канал[7],канал[15],0.9976697889937045,0.9969811689811692,0.0006886200125353348,0.0006886200125353348,1.0006907051346206,1.0006907051346206,0.9973254789874368,0.0006886200125353348,1.0,знак совпадает
7,16,канал[7],канал[16],0.9918858736132051,0.9894056334056335,0.002480240207571649,0.002480240207571649,1.0025067981461095,1.0025067981461095,0.9906457535094193,0.002480240207571649,1.0,знак совпадает
7,17,канал[7],канал[17],0.9925031861029318,0.9904211584211585,0.0020820276817732353,0.0020820276817732353,1.0021021639774863,1.0021021639774863,0.9914621722620451,0.0020820276817732353,1.0,знак совпадает
7,18,канал[7],канал[18],0.9911499983771802,0.9885206445206446,0.002629353856535621,0.002629353856535621,1.002659887652433,1.002659887652433,0.9898353214489124,0.002629353856535621,1.0,знак совпадает
7,19,канал[7],канал[19],-0.10725102355137411,-0.10638855438855441,-0.0008624691628197068,0.0008624691628197068,1.0081067852437375,1.0081067852437375,0.10681978896996426,0.0008624691628197068,1.0,знак совпадает
8,9,канал[8],канал[9],0.9965694142144732,0.9959007839007841,0.0006686303136891336,0.0006686303136891336,1.0006713824554594,1.0006713824554594,0.9962350990576286,0.0006686303136891336,1.0,знак совпадает
8,10,канал[8],канал[10],0.9967605498987899,0.9956518076518077,0.0011087422469822084,0.0011087422469822084,1.0011135843258268,1.0011135843258268,0.9962061787752988,0.0011087422469822084,1.0,знак совпадает
8,11,канал[8],канал[11],0.996932674548746,0.9960585480585481,0.0008741264901979129,0.0008741264901979129,1.0008775854510779,1.0008775854510779,0.996495611303647,0.0008741264901979129,1.0,знак совпадает
8,12,канал[8],канал[12],0.9972590514612989,0.9967311727311727,0.0005278787301261634,0.0005278787301261634,1.0005296099335186,1.0005296099335186,0.9969951120962358,0.0005278787301261634,1.0,знак совпадает
8,13,канал[8],канал[13],0.9966671540430928,0.9957023637023638,0.0009647903407290492,0.0009647903407290492,1.0009689545549953,1.0009689545549953,0.9961847588727283,0.0009647903407290492,1.0,знак совпадает
8,14,канал[8],канал[14],0.9963975860901916,0.9953917193917196,0.0010058666984720244,0.0010058666984720244,1.0010105234742024,1.0010105234742024,0.9958946527409556,0.0010058666984720244,1.0,знак совпадает
8,15,канал[8],канал[15],0.9971344766579192,0.9961120441120441,0.001022432545875085,0.001022432545875085,1.0010264232341317,1.0010264232341317,0.9966232603849816,0.001022432545875085,1.0,знак совпадает
8,16,канал[8],канал[16],0.9917416130808989,0.9887117807117808,0.003029832369118135,0.003029832369118135,1.0030644242621818,1.0030644242621818,0.9902266968963398,0.003029832369118135,1.0,знак совпадает
8,17,канал[8],канал[17],0.9916107116837086,0.9897462897462898,0.0018644219374188697,0.0018644219374188697,1.0018837372332023,1.0018837372332023,0.9906785007149992,0.0018644219374188697,1.0,знак совпадает
8,18,канал[8],канал[18],0.9910220695425219,0.9876061596061597,0.0034159099363622047,0.0034159099363622047,1.0034587774723118,1.0034587774723118,0.9893141145743408,0.0034159099363622047,1.0,знак совпадает
8,19,канал[8],канал[19],-0.10394775393571866,-0.1045942165942166,0.0006464626584979372,0.0006464626584979372,0.9938193269231514,0.9938193269231514,0.10427098526496763,-0.0006464626584979372,1.0,знак совпадает
9,10,канал[9],канал[10],0.9964452825366146,0.9953032913032914,0.0011419912333231474,0.0011419912333231474,1.0011473801436221,1.0011473801436221,0.9958742869199531,0.0011419912333231474,1.0,знак совпадает
